matchNo,Date,Time,Team1,Team2,Score1,Score2,Note
1953,29/08/2010,9:55:00 PM,Najran,Al-Ahli,2,1,
1954,29/08/2010,10:55:00 PM,Al-Wehda,Al-Hilal,1,3,
1955,29/08/2010,11:55:00 PM,Al-Ittihad,Al-Hazem,4,0,
1956,16/09/2010,12:55:00 AM,Al-Ahli,Al-Ittihad,1,3,
1957,16/09/2010,1:55:00 AM,Al-Faisaly,Al-Nassr,1,1,
1958,16/09/2010,2:55:00 AM,Al-Hazem,Al-Wehda,1,1,
1959,17/09/2010,3:55:00 AM,Al-Ettifaq,Najran,1,0,
1960,17/09/2010,4:55:00 AM,Al-Taawoun,Al-Raed,1,0,
1961,22/09/2010,5:55:00 AM,Al-Wehda,Al-Ettifaq,0,1,
1962,22/09/2010,6:55:00 AM,Al-Raed,Al-Ittihad,1,2,
1963,22/09/2010,7:55:00 AM,Al-Faisaly,Al-Hazem,3,1,
1964,23/09/2010,8:55:00 AM,Al-Taawoun,Najran,2,3,
1965,23/09/2010,9:55:00 AM,Al-Qadsiah,Al-Nassr,1,3,
1966,27/09/2010,10:55:00 AM,Al-Ettifaq,Al-Fateh,2,2,
1967,27/09/2010,11:55:00 AM,Najran,Al-Shabab,1,2,
1968,27/09/2010,12:55:00 PM,Al-Hazem,Al-Raed,0,0,
1969,28/09/2010,1:55:00 PM,Al-Nassr,Al-Wehda,0,1,
1970,28/09/2010,2:55:00 PM,Al-Ahli,Al-Taawoun,1,1,
1971,28/09/2010,3:55:00 PM,Al-Qadsiah,Al-Faisaly,2,2,
1972,1/10/2010,4:55:00 PM,Al-Hilal,Al-Ettifaq,1,0,
1973,2/10/2010,5:55:00 PM,Al-Wehda,Al-Fateh,3,0,
1974,2/10/2010,6:55:00 PM,Al-Raed,Al-Nassr,1,1,
1975,3/10/2010,7:55:00 PM,Al-Taawoun,Al-Ittihad,0,1,
1976,3/10/2010,8:55:00 PM,Al-Ahli,Al-Qadsiah,2,1,
1977,3/10/2010,9:55:00 PM,Al-Faisaly,Najran,4,2,
1978,15/10/2010,10:55:00 PM,Najran,Al-Qadsiah,2,1,
1979,15/10/2010,11:55:00 PM,Al-Ittihad,Al-Wehda,1,1,
1980,16/10/2010,12:55:00 AM,Al-Nassr,Al-Ahli,2,1,
1981,16/10/2010,1:55:00 AM,Al-Raed,Al-Ettifaq,0,3,
1982,16/10/2010,2:55:00 AM,Al-Fateh,Al-Faisaly,0,1,
1983,16/10/2010,3:55:00 AM,Al-Hazem,Al-Taawoun,0,3,
1984,20/10/2010,4:55:00 AM,Al-Fateh,Al-Ittihad,0,0,
1985,21/10/2010,5:55:00 AM,Al-Wehda,Najran,2,0,
1986,21/10/2010,6:55:00 AM,Al-Qadsiah,Al-Raed,1,1,
1987,22/10/2010,7:55:00 AM,Al-Ettifaq,Al-Hazem,2,1,
1988,22/10/2010,8:55:00 AM,Al-Faisaly,Al-Taawoun,2,1,
1989,24/10/2010,9:55:00 AM,Al-Hilal,Al-Nassr,1,1,
1990,26/10/2010,10:55:00 AM,Al-Ahli,Al-Shabab,1,2,
1991,28/10/2010,11:55:00 AM,Al-Nassr,Al-Ettifaq,2,1,
1992,28/10/2010,12:55:00 PM,Al-Raed,Al-Hilal,0,4,
1993,28/10/2010,1:55:00 PM,Najran,Al-Hazem,4,0,
1994,29/10/2010,2:55:00 PM,Al-Shabab,Al-Wehda,4,3,
1995,29/10/2010,3:55:00 PM,Al-Taawoun,Al-Fateh,0,0,
1996,29/10/2010,4:55:00 PM,Al-Qadsiah,Al-Ittihad,1,1,
1997,30/10/2010,5:55:00 PM,Al-Faisaly,Al-Ahli,3,2,
1998,2/11/2010,6:55:00 PM,Al-Hilal,Al-Qadsiah,0,0,
1999,2/11/2010,7:55:00 PM,Al-Fateh,Najran,2,0,
2000,3/11/2010,8:55:00 PM,Al-Wehda,Al-Ahli,1,3,
2001,3/11/2010,9:55:00 PM,Al-Ettifaq,Al-Taawoun,1,0,
2002,3/11/2010,10:55:00 PM,Al-Raed,Al-Faisaly,0,0,
2003,3/11/2010,11:55:00 PM,Al-Ittihad,Al-Shabab,2,2,
2004,3/11/2010,12:55:00 AM,Al-Hazem,Al-Nassr,2,5,
2005,7/11/2010,1:55:00 AM,Al-Hilal,Al-Ahli,3,3,Delayed to this date
2006,7/11/2010,2:55:00 AM,Al-Fateh,Al-Shabab,1,1,Delayed to this date
2007,10/11/2010,3:55:00 AM,Al-Nassr,Al-Ittihad,2,2,
2008,10/11/2010,4:55:00 AM,Al-Taawoun,Al-Wehda,1,2,
2009,11/11/2010,5:55:00 AM,Al-Ahli,Al-Raed,1,2,
2010,11/11/2010,6:55:00 AM,Al-Qadsiah,Al-Ettifaq,0,3,
2011,11/11/2010,7:55:00 AM,Al-Shabab,Al-Faisaly,4,1,
2012,11/11/2010,8:55:00 AM,Najran,Al-Hilal,0,3,
2013,11/11/2010,9:55:00 AM,Al-Hazem,Al-Fateh,2,1,
2014,9/12/2010,10:55:00 AM,Al-Faisaly,Al-Wehda,1,0,
2015,9/12/2010,11:55:00 AM,Al-Raed,Al-Shabab,2,2,
2016,9/12/2010,12:55:00 PM,Al-Qadsiah,Al-Fateh,0,1,
2017,10/12/2010,1:55:00 PM,Al-Nassr,Najran,6,1,
2018,10/12/2010,2:55:00 PM,Al-Ettifaq,Al-Ittihad,2,2,
2019,10/12/2010,3:55:00 PM,Al-Taawoun,Al-Hilal,2,2,
2020,10/12/2010,4:55:00 PM,Al-Hazem,Al-Ahli,1,3,
2021,14/12/2010,5:55:00 PM,Al-Shabab,Al-Taawoun,4,1,
2022,15/12/2010,6:55:00 PM,Al-Hilal,Al-Hazem,3,0,
2023,15/12/2010,7:55:00 PM,Al-Fateh,Al-Nassr,1,1,
2024,15/12/2010,8:55:00 PM,Al-Ahli,Al-Ettifaq,5,1,
2025,16/12/2010,9:55:00 PM,Al-Ittihad,Al-Faisaly,3,3,
2026,16/12/2010,10:55:00 PM,Najran,Al-Raed,0,0,
2027,18/12/2010,11:55:00 PM,Al-Shabab,Al-Qadsiah,3,1,Delayed for this day
2028,19/12/2010,12:55:00 AM,Al-Hilal,Al-Fateh,2,0,Delayed for this day
2029,22/12/2010,1:55:00 AM,Al-Wehda,Al-Raed,2,3,
2030,22/12/2010,2:55:00 AM,Najran,Al-Ittihad,2,2,
2031,22/12/2010,3:55:00 AM,Al-Nassr,Al-Taawoun,2,2,
2032,23/12/2010,4:55:00 AM,Al-Fateh,Al-Ahli,0,2,
2033,23/12/2010,5:55:00 AM,Al-Faisaly,Al-Hilal,2,3,
2034,23/12/2010,6:55:00 AM,Al-Ettifaq,Al-Shabab,1,0,
2035,23/12/2010,7:55:00 AM,Al-Qadsiah,Al-Hazem,1,0,
2036,6/2/2011,8:55:00 AM,Al-Ittihad,Al-Hilal,0,0,Delayed for this day
2037,6/2/2011,9:55:00 AM,Al-Shabab,Al-Hazem,1,0,Delayed for this day
2038,11/2/2011,10:55:00 AM,Al-Raed,Al-Fateh,1,2,
2039,11/2/2011,11:55:00 AM,Al-Ahli,Najran,2,1,
2040,11/2/2011,12:55:00 PM,Al-Faisaly,Al-Ettifaq,1,0,
2041,12/2/2011,1:55:00 PM,Al-Hilal,Al-Wehda,2,1,
2042,12/2/2011,2:55:00 PM,Al-Shabab,Al-Nassr,2,0,
2043,12/2/2011,3:55:00 PM,Al-Taawoun,Al-Qadsiah,1,1,
2044,12/2/2011,4:55:00 PM,Al-Hazem,Al-Ittihad,0,3,
2045,21/02/2011,5:55:00 PM,Al-Shabab,Al-Hilal,0,2,Delayed for this day
2046,24/02/2011,6:55:00 PM,Al-Nassr,Al-Faisaly,3,2,
2047,24/02/2011,7:55:00 PM,Al-Wehda,Al-Hazem,8,1,
2048,24/02/2011,8:55:00 PM,Al-Ittihad,Al-Ahli,2,0,
2049,25/02/2011,9:55:00 PM,Al-Fateh,Al-Hilal,1,2,
2050,25/02/2011,10:55:00 PM,Najran,Al-Ettifaq,2,4,
2051,25/02/2011,11:55:00 PM,Al-Raed,Al-Taawoun,0,0,
2052,25/02/2011,12:55:00 AM,Al-Qadsiah,Al-Shabab,1,1,
2053,3/3/2011,1:55:00 AM,Al-Hazem,Al-Faisaly,0,3,
2054,4/3/2011,2:55:00 AM,Al-Ettifaq,Al-Wehda,3,0,
2055,4/3/2011,3:55:00 AM,Najran,Al-Taawoun,0,3,
2056,6/3/2011,4:55:00 AM,Al-Nassr,Al-Qadsiah,0,0,
2057,6/3/2011,5:55:00 AM,Al-Ahli,Al-Hilal,1,1,
2058,6/3/2011,6:55:00 AM,Al-Shabab,Al-Fateh,0,0,
2059,7/3/2011,7:55:00 AM,Al-Ittihad,Al-Raed,3,0,
2060,17/03/2011,8:55:00 AM,Al-Raed,Al-Hazem,2,0,
2061,17/03/2011,9:55:00 AM,Al-Fateh,Al-Ettifaq,1,0,
2062,18/03/2011,10:55:00 AM,Al-Taawoun,Al-Ahli,2,1,
2063,18/03/2011,11:55:00 AM,Al-Faisaly,Al-Qadsiah,2,1,
2064,20/03/2011,12:55:00 PM,Al-Shabab,Najran,0,1,
2065,20/03/2011,1:55:00 PM,Al-Wehda,Al-Nassr,1,3,
2066,20/03/2011,2:55:00 PM,Al-Hilal,Al-Ittihad,0,0,
2067,1/4/2011,3:55:00 PM,Al-Nassr,Al-Raed,1,0,
2068,1/4/2011,4:55:00 PM,Al-Ettifaq,Al-Hilal,2,3,
2069,1/4/2011,5:55:00 PM,Al-Ittihad,Al-Taawoun,0,1,
2070,1/4/2011,6:55:00 PM,Al-Hazem,Al-Shabab,0,4,
2071,2/4/2011,7:55:00 PM,Al-Qadsiah,Al-Ahli,1,3,
2072,2/4/2011,8:55:00 PM,Najran,Al-Faisaly,0,1,
2073,2/4/2011,9:55:00 PM,Al-Fateh,Al-Wehda,2,1,
2074,7/4/2011,10:55:00 PM,Al-Ettifaq,Al-Raed,2,2,
2075,7/4/2011,11:55:00 PM,Al-Qadsiah,Najran,2,3,
2076,8/4/2011,12:55:00 AM,Al-Taawoun,Al-Hazem,2,0,
2077,8/4/2011,1:55:00 AM,Al-Faisaly,Al-Fateh,1,2,
2078,10/4/2011,2:55:00 AM,Al-Hilal,Al-Shabab,2,1,
2079,10/4/2011,3:55:00 AM,Al-Ahli,Al-Nassr,0,0,
2080,10/4/2011,4:55:00 AM,Al-Wehda,Al-Ittihad,1,2,
2081,21/04/2011,5:55:00 AM,Al-Taawoun,Al-Faisaly,4,1,
2082,21/04/2011,6:55:00 AM,Al-Hazem,Al-Ettifaq,1,4,
2083,22/04/2011,7:55:00 AM,Al-Raed,Al-Qadsiah,1,4,
2084,22/04/2011,8:55:00 AM,Najran,Al-Wehda,1,5,
2085,24/04/2011,9:55:00 AM,Al-Nassr,Al-Hilal,0,1,
2086,24/04/2011,10:55:00 AM,Al-Ittihad,Al-Fateh,2,0,
2087,25/04/2011,11:55:00 AM,Al-Shabab,Al-Ahli,2,1,
2088,29/04/2011,12:55:00 PM,Al-Hilal,Al-Raed,2,1,
2089,29/04/2011,1:55:00 PM,Al-Ettifaq,Al-Nassr,3,0,
2090,29/04/2011,2:55:00 PM,Al-Ittihad,Al-Qadsiah,2,2,
2091,29/04/2011,3:55:00 PM,Al-Wehda,Al-Shabab,1,2,
2092,30/04/2011,4:55:00 PM,Al-Fateh,Al-Taawoun,1,3,
2093,30/04/2011,5:55:00 PM,Al-Hazem,Najran,0,3,
2094,30/04/2011,6:55:00 PM,Al-Ahli,Al-Faisaly,3,0,
2095,5/5/2011,7:55:00 PM,Al-Wehda,Al-Qadsiah,0,0,Delayed to this day
2096,15/05/2011,8:55:00 PM,Al-Shabab,Al-Ittihad,1,1,
2097,15/05/2011,9:55:00 PM,Al-Nassr,Al-Hazem,2,1,
2098,15/05/2011,10:55:00 PM,Najran,Al-Fateh,2,1,
2099,15/05/2011,11:55:00 PM,Al-Taawoun,Al-Ettifaq,0,1,
2100,15/05/2011,12:55:00 AM,Al-Ahli,Al-Wehda,3,2,
2101,15/05/2011,1:55:00 AM,Al-Qadsiah,Al-Hilal,0,2,
2102,15/05/2011,2:55:00 AM,Al-Faisaly,Al-Raed,1,3,
2103,20/05/2011,3:55:00 AM,Al-Wehda,Al-Taawoun,0,0,
2104,20/05/2011,4:55:00 AM,Al-Ettifaq,Al-Qadsiah,1,0,
2105,20/05/2011,5:55:00 AM,Al-Raed,Al-Ahli,2,3,
2106,20/05/2011,6:55:00 AM,Al-Fateh,Al-Hazem,3,0,
2107,20/05/2011,7:55:00 AM,Al-Hilal,Najran,2,1,
2108,20/05/2011,8:55:00 AM,Al-Ittihad,Al-Nassr,5,2,
2109,20/05/2011,9:55:00 AM,Al-Faisaly,Al-Shabab,0,1,
2110,09.09.2011,20:30,Al-Ittihad FC,Al-Taawon,5,3,
2111,09.09.2011,20:30,Al-Fateh,Najran,2,2,
2112,09.09.2011,20:30,Al Qadisiya,Al-Ettifaq,0,1,
2113,10.09.2011,20:30,Hajer,Al-Hilal,1,2,
2114,10.09.2011,20:30,Al-Nassr,Al-Raed,1,0,
2115,10.09.2011,20:30,Al-Faisaly,Al-Shabab,1,3,
2116,10.09.2011,20:30,Al Ansar,Al Ahli SC,0,1,
2117,15.09.2011,20:25,Najran,Al-Ettifaq,0,3,
2118,15.09.2011,20:25,Al-Taawon,Hajer,2,1,
2119,15.09.2011,20:25,Al-Hilal,Al-Shabab,0,2,
2120,16.09.2011,20:25,Al-Raed,Al-Faisaly,1,4,
2121,16.09.2011,20:25,Al Ansar,Al Qadisiya,0,3,
2122,16.09.2011,20:25,Al Ahli SC,Al-Nassr,2,0,
2123,20.09.2011,18:20,Al-Ettifaq,Al-Ittihad FC,1,0,
2124,22.09.2011,20:20,Al-Shabab,Al Qadisiya,1,0,
2125,22.09.2011,20:20,Al-Fateh,Al-Raed,0,0,
2126,22.09.2011,20:20,Al-Faisaly,Al-Nassr,1,1,
2127,23.09.2011,20:20,Hajer,Al Ansar,1,0,
2128,23.09.2011,20:20,Al-Taawon,Al-Hilal,0,1,
2129,23.09.2011,20:20,Al Ahli SC,Najran,4,0,
2130,29.09.2011,20:10,Al-Raed,Al-Shabab,1,2,
2131,29.09.2011,20:10,Al-Hilal,Al Ahli SC,4,0,
2132,29.09.2011,20:10,Al-Ettifaq,Hajer,0,0,
2133,30.09.2011,20:10,Najran,Al-Faisaly,1,1,
2134,30.09.2011,20:10,Al-Nassr,Al-Fateh,1,2,
2135,30.09.2011,20:10,Al Qadisiya,Al-Taawon,1,1,
2136,02.10.2011,20:10,Al-Ittihad FC,Al Ansar,3,2,
2137,14.10.2011,19:55,Al-Shabab,Al-Ittihad FC,2,2,
2138,14.10.2011,19:55,Al-Raed,Najran,0,1,
2139,14.10.2011,19:55,Al-Fateh,Al Qadisiya,1,6,
2140,14.10.2011,19:55,Al Ansar,Al-Ettifaq,0,2,
2141,15.10.2011,19:55,Hajer,Al-Nassr,0,3,
2142,15.10.2011,19:55,Al-Faisaly,Al-Hilal,0,2,
2143,15.10.2011,19:55,Al Ahli SC,Al-Taawon,4,2,
2144,20.10.2011,19:50,Najran,Al-Shabab,1,4,
2145,20.10.2011,19:50,Hajer,Al-Faisaly,1,1,
2146,20.10.2011,19:50,Al Qadisiya,Al-Hilal,4,5,
2147,21.10.2011,19:50,Al-Taawon,Al Ansar,2,0,
2148,21.10.2011,19:50,Al-Nassr,Al-Ettifaq,1,3,
2149,21.10.2011,19:50,Al-Fateh,Al Ahli SC,2,2,
2150,28.10.2011,19:50,Al-Shabab,Al-Taawon,1,0,
2151,28.10.2011,19:50,Al-Raed,Hajer,1,2,
2152,28.10.2011,19:50,Al-Ettifaq,Al-Fateh,1,0,
2153,01.11.2011,19:45,Hajer,Al-Fateh,2,4,
2154,01.11.2011,19:45,Al-Hilal,Al-Raed,2,0,
2155,01.11.2011,19:45,Al Ahli SC,Al-Ettifaq,0,0,
2156,02.11.2011,19:45,Al-Taawon,Najran,1,4,
2157,02.11.2011,19:45,Al-Shabab,Al-Nassr,2,2,
2158,02.11.2011,19:45,Al-Faisaly,Al Ansar,2,1,
2159,02.11.2011,19:45,Al Qadisiya,Al-Ittihad FC,0,8,
2160,18.11.2011,19:35,Al-Raed,Al Qadisiya,1,0,
2161,18.11.2011,19:35,Al-Ittihad FC,Al-Faisaly,4,2,
2162,18.11.2011,19:35,Al-Fateh,Al-Shabab,0,1,
2163,18.11.2011,19:35,Al-Ettifaq,Al-Taawon,5,1,
2164,19.11.2011,19:35,Hajer,Al Ahli SC,0,2,
2165,19.11.2011,19:35,Al-Nassr,Najran,3,2,
2166,19.11.2011,19:35,Al Ansar,Al-Hilal,0,2,
2167,22.11.2011,19:35,Al-Ittihad FC,Al-Fateh,1,2,
2168,24.11.2011,19:35,Al-Nassr,Al-Hilal,0,3,
2169,24.11.2011,19:35,Al-Ettifaq,Al-Raed,1,1,
2170,25.11.2011,19:35,Al-Shabab,Hajer,6,1,
2171,25.11.2011,19:35,Al-Faisaly,Al-Taawon,1,1,
2172,25.11.2011,19:35,Al Ahli SC,Al Qadisiya,2,1,
2173,26.11.2011,19:35,Najran,Al-Ittihad FC,1,1,
2174,26.11.2011,19:35,Al-Fateh,Al Ansar,3,0,
2175,30.11.2011,19:35,Al-Shabab,Al-Ettifaq,1,0,
2176,30.11.2011,19:35,Al Qadisiya,Al-Faisaly,2,2,
2177,01.12.2011,15:15,Al-Taawon,Al-Nassr,1,2,
2178,01.12.2011,19:35,Al-Ittihad FC,Al Ahli SC,1,3,
2179,02.12.2011,15:05,Al-Hilal,Al-Fateh,3,2,
2180,02.12.2011,15:15,Al-Raed,Al Ansar,3,2,
2181,02.12.2011,15:25,Najran,Hajer,1,1,
2182,08.12.2011,15:05,Al-Nassr,Al-Ittihad FC,1,3,
2183,08.12.2011,15:35,Al Ansar,Al-Shabab,0,2,
2184,08.12.2011,19:35,Al Ahli SC,Al-Raed,1,0,
2185,09.12.2011,15:05,Al-Hilal,Najran,2,1,
2186,09.12.2011,15:10,Al-Faisaly,Al-Ettifaq,1,4,
2187,09.12.2011,15:15,Al-Taawon,Al-Fateh,3,3,
2188,09.12.2011,19:35,Hajer,Al Qadisiya,1,0,
2189,15.12.2011,14:50,Al-Fateh,Al-Faisaly,2,1,
2190,15.12.2011,15:35,Najran,Al Ansar,2,1,
2191,15.12.2011,19:35,Al-Ettifaq,Al-Hilal,2,2,
2192,16.12.2011,15:05,Al-Shabab,Al Ahli SC,1,1,
2193,16.12.2011,15:15,Al-Raed,Al-Taawon,2,0,
2194,16.12.2011,19:35,Al-Ittihad FC,Hajer,7,0,
2195,16.12.2011,19:35,Al Qadisiya,Al-Nassr,2,1,
2196,25.12.2011,19:45,Najran,Al Qadisiya,2,2,
2197,25.12.2011,19:45,Al-Faisaly,Al Ahli SC,0,1,
2198,25.12.2011,19:45,Al Ansar,Al-Nassr,0,2,
2199,26.12.2011,19:45,Al-Hilal,Al-Ittihad FC,1,1,
2200,29.12.2011,19:45,Al-Ettifaq,Al Qadisiya,3,2,
2201,29.12.2011,19:45,Al Ahli SC,Al Ansar,5,1,
2202,30.12.2011,15:15,Al-Shabab,Al-Faisaly,1,1,
2203,30.12.2011,15:25,Al-Raed,Al-Nassr,1,4,
2204,30.12.2011,15:40,Najran,Al-Fateh,0,0,
2205,31.12.2011,19:45,Al-Taawon,Al-Ittihad FC,2,1,
2206,31.12.2011,19:45,Al-Hilal,Hajer,3,1,
2207,04.01.2012,19:50,Al-Shabab,Al-Hilal,0,0,
2208,04.01.2012,19:50,Al-Fateh,Al-Ittihad FC,3,2,
2209,04.01.2012,19:50,Al-Faisaly,Al-Raed,2,1,
2210,04.01.2012,19:50,Al Qadisiya,Al Ansar,2,1,
2211,05.01.2012,15:05,Hajer,Al-Taawon,2,1,
2212,05.01.2012,15:20,Al-Nassr,Al Ahli SC,1,3,
2213,05.01.2012,19:50,Al-Ettifaq,Najran,3,3,
2214,08.01.2012,19:50,Al-Ittihad FC,Al-Raed,1,1,
2215,11.01.2012,19:55,Najran,Al Ahli SC,0,4,
2216,11.01.2012,19:55,Al-Hilal,Al-Taawon,1,1,
2217,11.01.2012,19:55,Al Ansar,Hajer,0,2,
2218,12.01.2012,15:25,Al-Nassr,Al-Faisaly,1,1,
2219,12.01.2012,15:35,Al-Raed,Al-Fateh,1,2,
2220,12.01.2012,19:55,Al-Ittihad FC,Al-Ettifaq,0,1,
2221,12.01.2012,19:55,Al Qadisiya,Al-Shabab,1,2,
2222,18.01.2012,20:00,Al-Shabab,Al-Raed,3,2,
2223,18.01.2012,20:00,Al-Fateh,Al-Nassr,0,1,
2224,18.01.2012,20:00,Al Ansar,Al-Ittihad FC,1,3,
2225,19.01.2012,15:35,Al-Faisaly,Najran,4,1,
2226,19.01.2012,15:40,Al-Taawon,Al Qadisiya,2,2,
2227,19.01.2012,20:00,Hajer,Al-Ettifaq,0,1,
2228,19.01.2012,20:00,Al Ahli SC,Al-Hilal,1,0,
2229,01.02.2012,20:10,Najran,Al-Raed,3,1,
2230,01.02.2012,20:10,Al-Nassr,Hajer,0,0,
2231,01.02.2012,20:10,Al-Ettifaq,Al Ansar,1,1,
2232,02.02.2012,15:40,Al-Hilal,Al-Faisaly,2,1,
2233,02.02.2012,15:50,Al-Taawon,Al Ahli SC,0,2,
2234,02.02.2012,20:10,Al-Ittihad FC,Al-Shabab,0,2,
2235,02.02.2012,20:10,Al Qadisiya,Al-Fateh,1,2,
2236,06.02.2012,20:15,Al-Hilal,Al Qadisiya,3,0,
2237,06.02.2012,20:15,Al-Ettifaq,Al-Nassr,2,0,
2238,07.02.2012,20:15,Al-Shabab,Najran,4,0,
2239,07.02.2012,20:15,Al-Raed,Al-Ittihad FC,2,0,
2240,07.02.2012,20:15,Al-Faisaly,Hajer,2,2,
2241,07.02.2012,20:15,Al Ahli SC,Al-Fateh,3,3,
2242,09.02.2012,20:15,Al Ansar,Al-Taawon,2,1,
2243,13.02.2012,20:20,Hajer,Al-Raed,0,2,
2244,13.02.2012,20:20,Al Qadisiya,Najran,0,2,
2245,13.02.2012,20:20,Al Ahli SC,Al-Faisaly,2,0,
2246,14.02.2012,20:20,Al-Taawon,Al-Shabab,1,2,
2247,14.02.2012,20:20,Al-Nassr,Al Ansar,4,1,
2248,14.02.2012,20:20,Al-Ittihad FC,Al-Hilal,0,2,
2249,27.02.2012,20:20,Al-Fateh,Al-Ettifaq,2,1,
2250,02.03.2012,20:25,Al Ansar,Al-Faisaly,2,1,
2251,03.03.2012,20:25,Najran,Al-Taawon,1,1,
2252,03.03.2012,20:25,Al-Fateh,Hajer,1,0,
2253,08.03.2012,20:25,Al-Nassr,Al-Shabab,1,2,
2254,11.03.2012,20:25,Al-Ittihad FC,Al Qadisiya,1,0,
2255,12.03.2012,20:25,Al-Raed,Al-Hilal,1,1,
2256,12.03.2012,20:25,Al-Ettifaq,Al Ahli SC,0,4,
2257,15.03.2012,20:25,Najran,Al-Nassr,2,1,
2258,15.03.2012,20:25,Al-Shabab,Al-Fateh,1,0,
2259,15.03.2012,20:25,Al-Faisaly,Al-Ittihad FC,0,1,
2260,16.03.2012,20:25,Al-Taawon,Al-Ettifaq,1,0,
2261,16.03.2012,20:25,Al-Hilal,Al Ansar,6,1,
2262,16.03.2012,20:25,Al Ahli SC,Hajer,4,3,
2263,17.03.2012,20:25,Al Qadisiya,Al-Raed,0,1,
2264,23.03.2012,20:30,Hajer,Al-Shabab,0,1,
2265,23.03.2012,20:30,Al-Taawon,Al-Faisaly,1,2,
2266,25.03.2012,20:30,Al-Ittihad FC,Najran,2,2,
2267,25.03.2012,20:30,Al-Hilal,Al-Nassr,1,0,
2268,25.03.2012,20:30,Al Qadisiya,Al Ahli SC,0,3,
2269,29.03.2012,20:30,Al-Fateh,Al-Hilal,0,5,
2270,29.03.2012,20:30,Al-Ettifaq,Al-Shabab,0,0,
2271,29.03.2012,20:30,Al Ahli SC,Al-Ittihad FC,0,1,
2272,31.03.2012,20:30,Hajer,Najran,1,0,
2273,31.03.2012,20:30,Al-Nassr,Al-Taawon,5,0,
2274,31.03.2012,20:30,Al Ansar,Al-Raed,0,1,
2275,01.04.2012,20:30,Al-Faisaly,Al Qadisiya,2,2,
2276,04.04.2012,20:30,Al Ansar,Al-Fateh,2,1,
2277,08.04.2012,20:35,Najran,Al-Hilal,0,2,
2278,08.04.2012,20:35,Al-Shabab,Al Ansar,3,0,
2279,08.04.2012,20:35,Al-Raed,Al Ahli SC,1,5,
2280,08.04.2012,20:35,Al-Ittihad FC,Al-Nassr,1,1,
2281,08.04.2012,20:35,Al-Fateh,Al-Taawon,0,0,
2282,08.04.2012,20:35,Al-Ettifaq,Al-Faisaly,1,2,
2283,08.04.2012,20:35,Al Qadisiya,Hajer,1,1,
2284,13.04.2012,20:40,Al-Taawon,Al-Raed,0,2,
2285,13.04.2012,20:40,Al-Nassr,Al Qadisiya,3,2,
2286,13.04.2012,21:30,Hajer,Al-Ittihad FC,0,0,
2287,14.04.2012,20:40,Al-Hilal,Al-Ettifaq,3,3,
2288,14.04.2012,20:40,Al Ahli SC,Al-Shabab,1,1,
2289,18.04.2012,20:40,Al-Raed,Al-Ettifaq,1,2,
2290,18.04.2012,20:40,Al-Faisaly,Al-Fateh,1,0,
2291,18.04.2012,20:40,Al Ansar,Najran,1,2,
2292,02.08.2012,22:00,Al-Fateh,Al-Nassr,1,1,
2293,02.08.2012,22:00,Al-Ettifaq,Al Wehda,1,1,
2294,02.08.2012,22:15,Al-Shabab,Najran,4,0,
2295,02.08.2012,22:20,Al-Ittihad FC,Al-Raed,2,2,
2296,02.08.2012,22:30,Al Ahli SC,Al-Shoalah,5,0,
2297,03.08.2012,22:00,Hajer,Al-Hilal,2,2,
2298,03.08.2012,22:20,Al-Taawon,Al-Faisaly,2,0,
2299,06.08.2012,22:15,Al-Nassr,Al-Raed,4,0,
2300,06.08.2012,22:20,Al-Ittihad FC,Al-Ettifaq,3,0,
2301,06.08.2012,22:30,Al Wehda,Al-Shoalah,2,3,
2302,07.08.2012,22:15,Najran,Hajer,2,2,
2303,07.08.2012,22:15,Al-Hilal,Al-Fateh,1,2,
2304,07.08.2012,22:15,Al-Faisaly,Al-Shabab,1,3,
2305,23.08.2012,20:40,Najran,Al-Hilal,0,6,
2306,23.08.2012,20:40,Al-Shoalah,Al-Fateh,2,3,
2307,23.08.2012,20:40,Al-Raed,Al-Faisaly,1,0,
2308,23.08.2012,20:40,Al-Nassr,Al-Ittihad FC,0,1,
2309,23.08.2012,20:40,Al-Ettifaq,Al-Taawon,2,0,
2310,24.08.2012,20:40,Hajer,Al Wehda,2,0,
2311,24.08.2012,20:40,Al-Shabab,Al Ahli SC,2,2,
2312,27.08.2012,20:40,Al-Taawon,Al-Nassr,1,2,
2313,27.08.2012,20:40,Al-Shoalah,Najran,1,5,
2314,27.08.2012,20:40,Al-Ittihad FC,Al-Faisaly,2,2,
2315,27.08.2012,20:40,Al-Hilal,Al-Ettifaq,1,1,
2316,28.08.2012,20:40,Al-Fateh,Al-Raed,2,1,
2317,28.08.2012,20:40,Al Wehda,Al-Shabab,2,5,
2318,28.08.2012,20:40,Al Ahli SC,Hajer,0,0,
2319,01.09.2012,20:35,Al-Nassr,Al-Hilal,1,3,
2320,01.09.2012,20:35,Al-Faisaly,Al-Shoalah,0,2,
2321,02.09.2012,20:35,Najran,Al-Ettifaq,1,0,
2322,02.09.2012,20:35,Hajer,Al-Ittihad FC,0,2,
2323,02.09.2012,20:35,Al-Shabab,Al-Fateh,2,4,
2324,02.09.2012,20:35,Al-Raed,Al-Taawon,1,0,
2325,02.09.2012,20:35,Al Ahli SC,Al Wehda,2,1,
2326,14.09.2012,20:25,Al-Taawon,Al-Fateh,0,1,
